Gene	unscaled_hpd_low	unscaled_hpd_high	unscaled_hpd_map	log10_ci_low	log10_ci_high	log10_map	2.5th	97.5th	mean	median
GPR12	0.0042523205	0.4381847469	0.0742817611	-1.51700615	-0.30106412	-0.66554797	0.0203004724117752	0.467064955801727	0.187636335910725	0.157448323985933
GPR123	5.008e-07	0.0623469794	0.0008290254	-5.47743932	-0.91281641	-1.63806454	1.63902623047406e-06	0.0743614854488348	0.0182692828578344	0.0121806840664061
GPR124	5.021e-07	0.0223908037	0.0101942776	-3.45024263	-1.42622171	-1.89196949	4.32324388652951e-05	0.0247396465421569	0.0106946567407896	0.010270504754048
GPR125	0.0289666961	0.2004294786	0.0724327516	-1.408803	-0.65147827	-1.05142205	0.0403860768412163	0.229632830155672	0.10165370867229	0.0904091541729296
GPR126	0.0036099265	0.0373268143	0.0178470146	-2.2072348	-1.34892571	-1.69682699	0.00498453913483862	0.0393750731673237	0.0196993746767489	0.0187857081134967
GPR132	5.006e-07	0.126389689	0.0009937359	-5.98851229	-0.78413701	-1.60903799	9.72317373760632e-07	0.157574246407113	0.0203610922395554	0.00139611344143863
GPR133	5.008e-07	0.0144159553	0.0005929168	-5.8165537	-1.66914293	-2.4065915	1.16034339246039e-06	0.0163776657350158	0.00339216650765445	0.000713355533181156
GPR135	5e-07	0.0183953449	0.0001684895	-6.04945342	-1.6319051	-2.31471763	8.55363965299093e-07	0.0222227077212131	0.00298075815628777	0.000253431252904146
GPR137	0.011251544	0.3655302512	0.0735065885	-1.4548149	-0.35136813	-0.91194269	0.0310370239856236	0.410750880687853	0.14836257982258	0.120477347896089
GPR137C	5.045e-07	0.0959477948	0.0254427073	-2.57615195	-0.70675341	-1.45154552	0.00024038272233514	0.117037017179558	0.0389124458184599	0.0324914893566828
GPR139	5.002e-07	0.2401989533	0.0069989983	-4.35002764	-0.30133995	-1.25573779	4.33006404831007e-06	0.299706166408915	0.0679857565786498	0.0428779475233593
GPR142	5.001e-07	0.0202058652	0.0005947755	-5.99406364	-1.60624169	-2.41180685	9.99841013853515e-07	0.0234584479661969	0.00400680942891018	0.000349860416371405
GPR144	5.004e-07	0.0185545659	0.0005926514	-5.69300797	-1.51892958	-2.21805083	1.43387194423909e-06	0.0219780354713028	0.00447079063544953	0.00140381123570203
GPR146	5.004e-07	0.0481149303	0.000458733	-6.05617728	-1.23083487	-1.88992058	8.73455968617324e-07	0.0575232695552695	0.0078332518805728	0.000498178772892381
GPR149	5.004e-07	0.0135757972	0.0001444081	-5.95180803	-1.70550396	-2.25871963	8.9049856565345e-07	0.0157453980677213	0.00262933617713822	0.000461931533310666
GPR15	5.01e-07	0.0229957438	0.000188473	-6.00854156	-1.50708793	-2.10116099	8.70932882614642e-07	0.0272529422854789	0.00400952577957181	0.000392242054898965
GPR152	5e-07	0.0065006986	6.25544e-05	-6.17636044	-2.17976189	-3.75970097	7.45509059424484e-07	0.0079200085257108	0.000966256825370242	7.72221183412312e-05
GPR153	5.004e-07	0.0540846772	0.0006127741	-5.71219811	-1.01923123	-1.69937135	1.26742445783373e-06	0.0637460907795559	0.0138538625476235	0.00655720905227514
GPR155	5.013e-07	0.0077351407	0.0003971495	-6.01072457	-2.08655056	-3.35821898	9.93570930811173e-07	0.00839288783619446	0.00184979040298365	0.000171062138826045
GPR156	5.001e-07	0.011182165	0.0002111437	-5.92759248	-1.75542348	-2.65725199	9.7051801256002e-07	0.0126565467509424	0.00214327048890791	0.000468751986215207
GPR157	5.002e-07	0.2240076875	0.0047506526	-4.55408227	-0.30123283	-1.29466484	2.51449947433845e-06	0.279203509305668	0.0582673443795701	0.0335238073591716
GPR158	0.0195569223	0.1106912782	0.0466368452	-1.59976711	-0.9116131	-1.26339332	0.0253498279729421	0.122839541678498	0.0594550749208507	0.0543545850319724
GPR160	5.002e-07	0.011912594	0.0001272246	-6.13057932	-1.87047542	-2.56787821	7.71610568324813e-07	0.014426380612051	0.001828251600966	0.000130996275994597
GPR17	5.001e-07	0.0154953892	0.0003978049	-6.06778725	-1.78234956	-2.61759672	9.41244632868566e-07	0.0180619498396454	0.00309507753015685	0.000156348090869011
GPR171	5.025e-07	0.2978952314	0.0440218898	-1.90325822	-0.3340403	-1.13515155	0.0056675938820607	0.359792885795393	0.10307851237536	0.0750494554243552
GPR176	0.0267653169	0.4569527218	0.1042990934	-1.30043568	-0.30105478	-0.68385107	0.0391108409962815	0.473523783671805	0.214373679715563	0.19162275162496
GPR179	5.002e-07	0.0112748817	0.0005938887	-5.38031415	-1.68344768	-2.48300938	1.92608365836416e-06	0.0132252485815247	0.00289263368995825	0.00115766499097703
GPR18	5.023e-07	0.0738580103	0.0012523245	-5.03461966	-0.791386	-1.56719006	2.9300578378013e-06	0.0893460142468471	0.0246365642031105	0.0193156037456956
GPR180	5.004e-07	0.0054685511	7.34077e-05	-6.11476197	-2.2028576	-3.35187521	8.00365690445969e-07	0.00672186318900851	0.000874951565950153	0.000103540755065392
GPR182	5.003e-07	0.0458974538	0.0005404645	-5.83622737	-1.1165478	-1.76743921	1.05544545200906e-06	0.0547523867778549	0.0106608110939604	0.00327153785300861
GPR183	5.002e-07	0.4251497653	0.0617721875	-1.73575457	-0.30109426	-0.71228351	0.00679375454919032	0.461386253965909	0.172923528904003	0.140913752087342
GPR19	5.002e-07	0.0347460352	0.0004083116	-5.64172661	-1.20415019	-1.79159816	1.32594060499242e-06	0.0402426266693177	0.00977143384146745	0.00532659432803486
GPR20	5e-07	0.3886533491	0.0052525656	-5.51761279	-0.30107593	-0.85934742	1.89712061737267e-06	0.432373562979188	0.103191822926898	0.0549422177191179
GPR21	5.257e-07	0.4272096252	0.0685340698	-1.70064048	-0.30103412	-0.71971978	0.00886757012518409	0.462366073253377	0.175372778884066	0.144112678624725
GPR22	0.0174653909	0.3856878723	0.0861838339	-1.36020392	-0.33105572	-0.89745089	0.0380735909285755	0.429556146937588	0.164730440221708	0.137451048823027
GPR25	5e-07	0.0198644893	0.0003977798	-6.07966988	-1.69089473	-3.41748078	9.26864640546429e-07	0.0228625744826216	0.00384821104548474	0.000149440821904448
GPR26	5.106e-07	0.3027265195	0.0449969447	-1.85362442	-0.34023959	-1.09843041	0.00751889328400073	0.366858066540809	0.105364446939185	0.0771881637553804
GPR27	5.005e-07	0.3683971872	0.0040020939	-5.46922058	-0.3010738	-0.89832189	1.43021780249907e-06	0.413734173285175	0.0832515088066269	0.0305876649954295
GPR3	5.002e-07	0.0645080329	0.0007448179	-5.98591164	-1.04246681	-1.75038731	9.31464705631699e-07	0.0795559508738778	0.0121606987514958	0.00161481880245707
GPR31	5.001e-07	0.3048038773	0.0017508066	-5.85371735	-0.38520925	-1.02450245	9.33447857663841e-07	0.346019952426279	0.0440922815689487	0.0017039917950539
GPR37	5.034e-07	0.1077579467	0.0279926668	-2.18493139	-0.76990802	-1.41146523	0.00366758912625033	0.131371030426137	0.0447198837063257	0.0369104956103929
GPR37L1	5.006e-07	0.0100985889	0.000396504	-6.07040049	-1.98692843	-3.13466732	9.33681401139459e-07	0.0112547123970836	0.00228250382114933	0.00015187299524884
GPR39	5.002e-07	0.0527637818	0.0007909613	-5.92912911	-1.1350208	-1.90502835	1.09593279991797e-06	0.0651098313269245	0.0101206273021647	0.00135484248366305
GPR4	5e-07	0.013113072	0.0003978507	-6.10623058	-1.90629145	-2.97472291	9.10962438368381e-07	0.0147372427603788	0.00278294473441991	0.000114867207692591
GPR42	5.002e-07	0.0853382514	0.0007943397	-6.09722948	-1.0832291	-2.35222272	9.49360537213012e-07	0.108548771637797	0.0117368899564981	0.000359133417338674
GPR45	5.034e-07	0.2383163295	0.0043696269	-5.56943666	-0.40121502	-1.241936	2.44217660803686e-06	0.286470084277143	0.0596268596131874	0.0322967526364495
GPR52	5.002e-07	0.0791762649	0.0013977196	-4.79893948	-0.741138	-1.54433785	3.42162101400764e-06	0.095307597070329	0.0272956247101126	0.0216015718938798
GPR55	5.002e-07	0.0085430171	0.0003978266	-6.13558498	-2.13942735	-3.84236897	8.62612286534066e-07	0.00905671694837014	0.00203006149529604	8.17020093065351e-05
GPR56	5.003e-07	0.0126212198	0.0001627667	-5.79531212	-1.69348436	-2.26453265	1.08581500842851e-06	0.0144121724005805	0.00306965174086748	0.00115910267951108
GPR6	5.015e-07	0.4137026996	0.0180093034	-3.63795312	-0.30103445	-0.77216415	1.96118928264186e-05	0.454009620903862	0.145699788515624	0.108097821695575
GPR61	0.0325185831	0.4614795736	0.1285658253	-1.26351508	-0.30103128	-0.57602665	0.0429494593891427	0.475085864486411	0.222437319828402	0.201726163655071
GPR62	5.003e-07	0.3604795358	0.0035002968	-5.56846457	-0.30127202	-0.96154687	1.27422339003146e-06	0.406403262451361	0.0745816557035701	0.0202559980685251
GPR63	5.001e-07	0.0296845899	0.000348905	-5.81607198	-1.30821872	-1.87476463	1.06614218449738e-06	0.033946021612126	0.00716005892566722	0.00236445976226534
GPR65	5.338e-07	0.4287074494	0.0650319212	-1.64830554	-0.30103707	-0.71925788	0.0119883661246936	0.464227032018174	0.178167500099445	0.147169716470425
GPR68	5.001e-07	0.006279338	6.4137e-05	-6.17274696	-2.18864509	-3.5816015	7.4800021804308e-07	0.00774860014447359	0.000935152207710187	7.3261398874215e-05
GPR75	5.009e-07	0.0091261292	0.0003972673	-6.08484686	-2.05410772	-3.14588918	8.93769333476257e-07	0.00974198866277047	0.00219771008560886	0.000128690550258419
GPR75-ASB3	5.121e-07	0.0792107249	0.0262388951	-2.22230927	-0.91172685	-1.49001045	0.00360812267745933	0.0949541206584644	0.0355509824857755	0.0308756994271928
GPR78	5e-07	0.0332992293	0.0005951202	-6.00593125	-1.39949097	-2.24641496	1.0346384775785e-06	0.0410099688079707	0.00609741145593218	0.000449486442833677
GPR83	5e-07	0.0176016193	0.0001720509	-5.9669214	-1.6057855	-2.19686461	9.18544352428331e-07	0.0208167980144565	0.00319054909699339	0.000413957295092836
GPR84	5e-07	0.0073260304	0.0003964746	-6.12397054	-2.22313564	-3.26768598	8.82394136465233e-07	0.00726411980972672	0.00192738258760301	9.344810442922e-05
GPR85	5.147e-07	0.4269040596	0.0627730922	-1.72379736	-0.30109052	-0.73838567	0.0078011366614291	0.462212634913331	0.175039617701531	0.14396775162395
GPR87	5e-07	0.0403617352	0.0004552745	-5.7038378	-1.14722476	-1.77269773	1.26788230145013e-06	0.0474388330619023	0.0106815335403109	0.00515035678855401
GPR88	5.014e-07	0.4109514376	0.0190097961	-3.31694144	-0.30103436	-0.78117877	2.47135921654116e-05	0.451667442875955	0.143873903405297	0.106081893676695
GPR89A	5.001e-07	0.0069528317	0.0003977762	-6.1032297	-2.21033264	-3.32301057	8.9076576062102e-07	0.00721112686495652	0.00165962715716522	0.000101244184945085
GPR97	5.002e-07	0.0100045549	0.0001245815	-5.95324088	-1.84658946	-2.48907783	9.05645550629079e-07	0.0117212820077719	0.00187516591747783	0.000341870303838741
GPRC5A	5.017e-07	0.007929028	0.000396928	-6.10781705	-2.16334706	-4.07805239	9.02707882663238e-07	0.00821466784320127	0.00200799303554046	8.96637816252311e-05
GPRC5B	5.004e-07	0.0507911445	0.0008019307	-5.2973472	-0.99267506	-1.66247756	2.07496776669918e-06	0.0599011734437148	0.0165168184269282	0.0124602151124694
GPRC5C	5.048e-07	0.301358211	0.0457668619	-1.82477917	-0.34908168	-1.1109255	0.00883051219074973	0.361797610419711	0.10705371542869	0.079033431989544
GPRC5D	5.01e-07	0.0081404222	0.0003975703	-6.10543151	-2.13352603	-3.45257636	8.9805186205859e-07	0.00864570374721874	0.00196466024979615	0.000111080659049093
GPRIN1	5.083e-07	0.1024972549	0.0266874493	-2.35605812	-0.73497016	-1.43953141	0.00113353344141925	0.124792627051332	0.0418333987578845	0.0344682033516809
GPRIN2	5e-07	0.0056566324	6.90592e-05	-6.1582949	-2.21752587	-3.57465996	7.56313510553642e-07	0.00689042457109263	0.000863896302980731	8.07427284929684e-05
GPRIN3	5.005e-07	0.0219328824	0.0002561226	-5.82248842	-1.45542082	-2.00263246	1.08331387757813e-06	0.0250834136330034	0.00499643090077832	0.00138741090258858
GPS1	0.0516764046	0.4719257231	0.1353815998	-1.15468835	-0.30103731	-0.53655837	0.0572165757802764	0.479514280576314	0.241476655180679	0.225277364092648
GPS2	5.124e-07	0.194407476	0.0398788639	-1.86317502	-0.55717888	-1.24312639	0.0115226166144717	0.243927980004038	0.0757284541348188	0.0587802848764477
GPSM1	0.0034911606	0.0917833554	0.0303894804	-1.97853856	-0.93400796	-1.44009039	0.00951832359874872	0.10676914943633	0.0416618952522583	0.0361953909878464
GPSM3	5.017e-07	0.2203659083	0.0042479075	-5.13238082	-0.31351409	-1.30669273	2.25814372493419e-06	0.275798471311034	0.0557569417420909	0.0310140362978453
GPT2	0.0491717487	0.4699631807	0.1305755851	-1.16620509	-0.30105865	-0.4993399	0.055878808027434	0.478628661550737	0.239455146214076	0.222482546338411
GPX3	0.0010010033	0.4307074968	0.0725353788	-1.56063727	-0.30103799	-0.74085057	0.0178086214486171	0.464554478470236	0.182857760708797	0.152356727748133
GPX4	5.007e-07	0.0411234314	0.0004959577	-5.88999461	-1.19450406	-1.83201952	1.02117343515382e-06	0.0481969986371696	0.00874530332715286	0.00186383133092605
GPX5	5.001e-07	0.4167005601	0.047273196	-2.80725308	-0.30103821	-0.73324772	5.2633741682708e-05	0.456509691394634	0.152515199773827	0.116598208212852
GPX6	5.002e-07	0.0081366331	0.0003973847	-6.1355848	-2.1486174	-3.6271301	8.56645725623023e-07	0.00870709473726326	0.00187605778591622	8.55739408115476e-05
GPX7	5.005e-07	0.0095345676	0.0003977533	-6.07923094	-2.03315537	-3.08082629	9.23107334774417e-07	0.0104917152567534	0.00216226005351274	0.000134207905605424
GPX8	5.001e-07	0.0621033424	0.0007226262	-5.99564006	-1.07794699	-1.80228157	9.3325059425542e-07	0.0761681480826019	0.0110110541423075	0.00106584365940085
GRAMD1B	0.0157766951	0.1907026366	0.0562962635	-1.56746146	-0.65397037	-1.16817431	0.027676288604235	0.224466489914454	0.0871344177061632	0.0742796932159603
GRAMD2	5.002e-07	0.0048964821	5.87857e-05	-6.13508759	-2.26545955	-3.1435405	7.78837930727534e-07	0.00596606474456829	0.00077911189942821	9.33515939163053e-05
GRAMD4	0.0908233066	0.4881667903	0.1919082609	-0.9990344	-0.30104026	-0.3910104	0.0842897761531792	0.485044338850581	0.27807520587458	0.27153855712995
GRAP	5.025e-07	0.3821600521	0.0052526952	-5.28773936	-0.30106541	-0.88614448	1.85454021470651e-06	0.428250682850604	0.097800731282597	0.0494632310979339
GRAP2	5.191e-07	0.0456134205	0.0181217737	-2.52459039	-1.14432517	-1.62906117	0.00111333659294697	0.0526832232801904	0.0220667364863235	0.0204754591974787
GRASP	0.0267620706	0.4566921024	0.0945404526	-1.30130266	-0.30106455	-0.57490495	0.0390144840802605	0.473128919850955	0.214211771269647	0.191139897201161
GRB10	0.003989682	0.0574635614	0.0237189561	-2.05803922	-1.1468312	-1.54754316	0.00746055368360011	0.0639916471891485	0.0291687773751313	0.0270034712516649
GRB14	5.002e-07	0.0174557214	0.0005955646	-5.87590143	-1.60871454	-2.34942264	1.11384919077949e-06	0.0201796149591151	0.00406039503968258	0.00076554648865153
GRB2	0.0277645489	0.4572185901	0.120558637	-1.29507263	-0.30103963	-0.57669584	0.039493534252794	0.472260447853282	0.215881218256689	0.193721077776068
GRB7	5.005e-07	0.0112906282	0.0003966453	-5.95539928	-1.8540598	-2.62121682	1.05314070058131e-06	0.0128422828605537	0.00256282580399741	0.000295021352297928
GREB1	0.0082569572	0.0389498612	0.0212383129	-1.99294274	-1.36842189	-1.62719114	0.00951134842204229	0.0404955988556858	0.0228891491780592	0.022179657533255
GREB1L	0.1081702647	0.4929013431	0.2497022371	-0.9413056	-0.30104916	-0.37205036	0.0972377873931368	0.487212771398326	0.292085922060526	0.288554980166568
GREM1	5.005e-07	0.4066947731	0.0087546822	-4.54485433	-0.30103926	-0.77224079	4.56909059385107e-06	0.447193473524127	0.129577644348151	0.0881792550161795
GRHL1	0.0185726122	0.2968848154	0.0758141291	-1.44666421	-0.46018763	-0.98992742	0.0356668190054766	0.344185922383001	0.127884853131192	0.106544159692181
GRHL2	0.0287828835	0.3346237301	0.0946373238	-1.3186505	-0.41491974	-0.90735508	0.0473366939967618	0.378508773171968	0.152791367599	0.131519495851693
GRHL3	0.0486891452	0.4707403382	0.1302022319	-1.1717532	-0.30106702	-0.46790509	0.0544226146793218	0.478327779861175	0.238828595988533	0.222405398524326
GRHPR	5.002e-07	0.0136757809	0.0005950776	-6.00574662	-1.80079815	-2.60932859	9.91237379660023e-07	0.0154501088547692	0.00300872266988608	0.000243586682463028
GRIA1	0.1017462567	0.4916682732	0.2652236165	-0.96296387	-0.30104328	-0.36157289	0.0918637145276426	0.486555291261386	0.28737821262904	0.282674160378977
GRIA2	0.0356380421	0.4184678209	0.1135099239	-1.21133882	-0.31661244	-0.73360826	0.053451188348032	0.447491742006355	0.195372743985583	0.171490807629223
GRIA4	0.0175899361	0.1051978568	0.04283573	-1.6323744	-0.93035578	-1.28048975	0.0234892320814419	0.116888482003887	0.0559672558749483	0.0511675177462783
GRID1	0.0151102142	0.1895951066	0.0578059516	-1.58086008	-0.65865997	-1.16453627	0.0268731496990353	0.221885773257944	0.086276198922458	0.0733896407401352
GRID2	0.0327721616	0.2723706154	0.0883590029	-1.32776876	-0.51436494	-0.93683049	0.04840310061744	0.313575695632851	0.132492803365279	0.116331396761954
GRID2IP	5.094e-07	0.0544267758	0.0196135784	-2.32262909	-1.11001314	-1.59338309	0.00321047837794633	0.0634297635404306	0.0254596855135643	0.0228011745212393
GRIK1	5.003e-07	0.0063937302	8.73986e-05	-6.01651099	-2.06565095	-2.72099575	8.58056146521778e-07	0.00771204833045351	0.0011535637004384	0.000201550047564106
GRIK2	0.0163250911	0.1164117129	0.0441088773	-1.63653523	-0.87722994	-1.28440631	0.0230405788815019	0.131471848679868	0.0597026661077503	0.0535734636567694
GRIK3	0.0564150127	0.4461773506	0.1502377537	-1.08767402	-0.30323542	-0.69509256	0.0703298265539448	0.46542690418013	0.226812871911031	0.206763639625365
GRIK4	0.011596481	0.1005247051	0.0375697148	-1.75052679	-0.93458091	-1.33306611	0.0174523312845579	0.113409954383724	0.0503113541285314	0.045151370294968
GRIK5	0.0222020126	0.2230842583	0.0699388068	-1.45801247	-0.59009867	-1.04125386	0.0353988848662672	0.259070761190902	0.105009895953984	0.0905986355991119
GRIN1	0.0143799196	0.1353766729	0.0460849512	-1.64894171	-0.80682921	-1.25555343	0.0228351503523502	0.156966133392669	0.0654141989853348	0.0573187266305412
GRIN2A	0.0225215848	0.2280903793	0.0714665358	-1.45070409	-0.58283442	-1.03219249	0.0362294094803015	0.264206708030451	0.107134754851915	0.0924247524613503
GRIN2B	0.1129552185	0.4948525897	0.2362081598	-0.92982358	-0.30104031	-0.35044891	0.0986973015918462	0.487297279900751	0.295384090564578	0.292941753558832
GRIN2C	5.015e-07	0.0113126088	0.0005958755	-5.9633904	-1.86796393	-2.65872351	1.05966226349615e-06	0.0125631179097897	0.00266494951858323	0.000286330865351703
GRIN2D	0.0827224062	0.4862096741	0.1959310641	-1.02881224	-0.30103181	-0.45905142	0.0774685296321465	0.483990401626199	0.270461596964	0.262021313915177
GRIN3A	0.0008634191	0.0437391948	0.0172047525	-2.29919718	-1.23371167	-1.63593245	0.00352628881715202	0.0487443768397307	0.0218088183095649	0.0203495172611778
GRIN3B	5.004e-07	0.0167968939	0.0001960916	-5.85888839	-1.58549873	-2.16460293	9.85627132984021e-07	0.0191762510759362	0.00359622194491618	0.000896534342607852
GRINA	0.0007506686	0.2095384686	0.0452587266	-1.76510883	-0.555117	-1.21837178	0.0159871275517593	0.259248893890427	0.0830872183776671	0.0652387575333847
GRIP1	0.018371744	0.0973305614	0.0443213026	-1.62964608	-0.96608448	-1.3149133	0.0235670210017666	0.107794204846744	0.0537727976887764	0.0498144916424559
GRK1	0.041309998	0.4659497201	0.1170152214	-1.20703519	-0.3010473	-0.5817368	0.0500104239688873	0.47731251701253	0.232113839834925	0.214856747001704
GRK4	5.004e-07	0.013482579	0.000595298	-5.87572574	-1.72981158	-2.44981376	1.1547534365296e-06	0.0155790636031399	0.00302104264691401	0.000477811374302052
GRK5	0.0112420079	0.1714277196	0.0517230482	-1.65067832	-0.69330988	-1.21351263	0.0227668625367311	0.204661789389675	0.0771267204000712	0.0650047269065512
GRK6	0.0050342247	0.0790566634	0.0296096743	-1.96716562	-1.01012695	-1.46049809	0.00971194012821148	0.0898580746286947	0.0379368857265509	0.0339569674636553
GRM1	0.015128534	0.1131077406	0.0427116267	-1.66725445	-0.89311856	-1.29197298	0.0217300494194063	0.127989923974148	0.0573594124241225	0.0514984191831712
GRM2	0.0066307833	0.1485598656	0.0414991737	-1.76387069	-0.73744079	-1.30097093	0.0168002034606064	0.176154275034883	0.0648988411469374	0.0542575817946723
GRM3	0.0275694486	0.4058550826	0.1013388729	-1.26715026	-0.32154676	-0.80946089	0.0468626133896337	0.441810509234599	0.182509645779138	0.156821276492726
GRM4	0.0151165077	0.1891413518	0.055976655	-1.57223859	-0.65793418	-1.16123086	0.0272939525822684	0.221691096717087	0.0859772699089259	0.0730366736494959
GRM5	0.0949571229	0.4900363524	0.2539842153	-0.98693465	-0.30103837	-0.37660864	0.0870628041048939	0.486032257002856	0.281326833883445	0.275770665920098
GRM7	0.0152041544	0.1876236475	0.0562331556	-1.57478086	-0.65925121	-1.13558124	0.0270027807408935	0.219712618502576	0.085712752262349	0.0730816454370589
GRM8	0.0048475676	0.0436675629	0.0205526558	-2.11522565	-1.29435491	-1.63575681	0.00676251807064087	0.046472142989445	0.0231488141318101	0.0219294882715543
GRN	0.0099836004	0.1619076814	0.0459065358	-1.68737563	-0.71223335	-1.2273085	0.0204163618097212	0.191213883394833	0.0719270584193642	0.0605182780806013
GRP	5e-07	0.1221578859	0.0009997424	-6.00690532	-0.79977931	-1.62811751	9.3006504864593e-07	0.152935438942244	0.0201460095986279	0.00140091194597868
GRPEL1	5.001e-07	0.0259393939	0.0002757138	-5.9635536	-1.42483391	-2.00713967	8.88932549607346e-07	0.030401168296876	0.00493672324730858	0.000628310148136625
GRPEL2	5.004e-07	0.0170784764	0.0003976626	-6.00264827	-1.69387938	-2.4641456	1.00985526124882e-06	0.0198395452190416	0.00348616868590984	0.000296136428823655
GRSF1	5.006e-07	0.0208505756	0.000596217	-5.74864407	-1.49022068	-2.18372691	1.38890733808388e-06	0.0247986810337739	0.00492579058354279	0.00131375238968733
GRTP1	5e-07	0.006402953	7.30491e-05	-6.12594638	-2.13599424	-3.08910895	7.74276170033199e-07	0.00776456591970062	0.00100837986291749	0.000105918613373923
GRWD1	5.003e-07	0.0174786629	0.0005963467	-5.98206642	-1.66727775	-2.42871105	1.01622871658389e-06	0.0201832178763363	0.00374015122341631	0.000351669071702497
GRXCR1	5.001e-07	0.0176470097	0.0005953262	-5.94981252	-1.64724314	-2.42040719	1.06088939167339e-06	0.0200673324254462	0.00371058912442954	0.000368745717710685
GRXCR2	5.001e-07	0.0123150155	0.0003977425	-6.04419737	-1.87389906	-2.81538891	9.37286066963465e-07	0.013954874093854	0.002679620403397	0.000196860519705901
GSC	5.074e-07	0.4104475952	0.0130067528	-3.99193319	-0.30103817	-0.79575602	1.08540088891282e-05	0.450567378842961	0.138557439190959	0.0990068751916645
GSDMA	5.003e-07	0.0075499934	0.0003978421	-6.08530825	-2.15414069	-3.31696353	9.03640577441342e-07	0.00780796741403607	0.00190430909795962	0.000125450688356846
GSDMC	5.004e-07	0.0065674658	7.88339e-05	-6.07652795	-2.0954686	-2.93793344	8.07877299841624e-07	0.00787992175061621	0.00107668225595058	0.000139792970770498
GSDMD	5e-07	0.0065240748	6.96057e-05	-6.09698386	-2.11377081	-3.07220921	8.02757052562444e-07	0.00782855155109457	0.00105820483739916	0.000125725672110467
GSE1	0.0480994949	0.4359282375	0.1380412255	-1.12801681	-0.30730269	-0.70205022	0.0641301177942282	0.459800053788728	0.215913587062798	0.195005603421249
GSG1L	5.128e-07	0.3068315168	0.0475130562	-1.77814675	-0.35206362	-1.05911324	0.0111918450287051	0.368086139019932	0.109388244789944	0.0817943918616744
GSG2	5.008e-07	0.0087220452	0.0003969346	-6.04955918	-2.05145028	-3.03106072	9.46469887453728e-07	0.009449204132875	0.00194430978505937	0.000130997642475236
GSK3A	0.0590513007	0.4747699895	0.1478717151	-1.12077541	-0.3010539	-0.54072882	0.0624232500895351	0.479338823991716	0.24887464342952	0.23604488223171
GSK3B	0.0150937797	0.2776686065	0.0681018434	-1.49612918	-0.48376056	-1.03849626	0.0320595517707987	0.327776447257528	0.119085758173604	0.0983423917090599
GSKIP	5.001e-07	0.4034300601	0.0087543963	-4.19395254	-0.30105342	-0.80830088	4.71350974522229e-06	0.44459766184709	0.127912632334862	0.0871850080193286
GSN	5.005e-07	0.0073401853	0.0003972402	-6.0468354	-2.13390545	-3.41755894	9.60028063598957e-07	0.00783774283420015	0.00174881103334499	0.000160691358027044
GSPT1	0.0547798496	0.4726300703	0.1498346659	-1.13887252	-0.3010317	-0.46483245	0.0592439211244273	0.479100760137288	0.245304491041939	0.230762106527969
GSR	5.005e-07	0.0148821671	0.0001607646	-5.88366123	-1.64222659	-2.21304576	9.58028097021629e-07	0.0170287026944396	0.00310330374119526	0.000710364633356758
GSS	5.004e-07	0.0141022693	0.0001857791	-5.72286958	-1.62901715	-2.20191062	1.14044029206044e-06	0.0162458519857347	0.0035187415173401	0.00146415489564129
GSTA1	5.009e-07	0.0322226107	0.0002988538	-5.99403462	-1.3401353	-1.89767879	9.02555957425457e-07	0.0387569029414793	0.00612277256589775	0.000657224278906031
GSTA2	5.006e-07	0.0063388444	0.0003966471	-6.14710279	-2.34382987	-3.54175757	8.4732775614122e-07	0.0057881348808104	0.00173672024640245	6.4525229160139e-05
GSTA3	5.002e-07	0.1138206657	0.0019799814	-5.40410046	-0.62362407	-1.49034783	1.87101646939332e-06	0.143139086335999	0.030973212710474	0.0189237870450068
GSTA4	0.0075041682	0.4397151201	0.0772882281	-1.48263004	-0.30103474	-0.63991867	0.0235485180413972	0.46614695259064	0.190833294438812	0.161662316190231
GSTCD	5.018e-07	0.0315520876	0.0008026607	-4.14514738	-1.19491729	-1.78081535	8.38979799758113e-06	0.0357910051024026	0.013382043917263	0.0122518146840885
GSTM1	5.089e-07	0.4159287788	0.0457701261	-2.66319868	-0.30106057	-0.77768489	6.95936743606438e-05	0.454688372644848	0.150006660235627	0.113059452288128
GSTM3	5.005e-07	0.0174504785	0.0005953861	-5.9995983	-1.67663286	-2.42319276	9.87700587583971e-07	0.0201405850014289	0.00372496612441261	0.000356899991736489
GSTM5	5e-07	0.0069445857	0.0003973049	-6.12687593	-2.22840318	-4.07877594	8.77049923153413e-07	0.00717263891243371	0.00172473616132975	7.53094506852787e-05
GSTO1	5.001e-07	0.0216496525	0.0002003384	-6.02683195	-1.53784814	-2.12136176	8.46621342980857e-07	0.0256887244265365	0.00372026964537991	0.000340377644493601
GSTP1	5.026e-07	0.1124516464	0.0019820205	-5.36035183	-0.6170982	-1.49259128	1.96373467098999e-06	0.143516364672123	0.0310966681517384	0.0193204200962444
GSTT1	5.006e-07	0.0044047835	6.12493e-05	-6.16895278	-2.33597829	-3.63517001	7.50289849303114e-07	0.00541274035173497	0.000684321731328718	6.95273941537192e-05
GSTT2B	5.001e-07	0.3591739658	0.0035021912	-5.56562014	-0.30103697	-0.96436244	1.27381177961892e-06	0.405821808604862	0.0760201729778657	0.0226303077588816
