SYMBOL	chromosome	AF_nfe_orig	AN_nfe_orig	NFE_k_orig	Feature	mu_lof	AN_nfe	AF_nfe	AF_nfe_downsampled	controls_AF_nfe	duplicates_issue	flag1
ANKRD13A	12	9.097654e-05	110179	10	ENST00000261739	1.9936e-06	110179.841886269	9.097654e-05	0.000122481009340254	7.48623e-05	NA	
ANKRD13B	17	2.678518e-05	107375	2	ENST00000394859	1.5909e-06	107375.982347749	2.678518e-05	2.39693192713327e-05	2.37451e-05	NA	
ANKRD13C	1	1.765007e-05	108804	1	ENST00000370944	1.9443e-06	108804.932098765	1.765007e-05	0	0	NA	
ANKRD13D	11	8.81881e-06	104633	0	ENST00000511455	1.4471e-06	104633.282091918	8.81881e-06	0	2.33842e-05	NA	
ANKRD16	10	6.240880999999999e-05	108047	6	ENST00000380094	9.2525e-07	108047.142276423	6.240881e-05	4.70234176619957e-05	4.72299e-05	NA	
ANKRD17	4	1.770602e-05	108858	1	ENST00000358602	5.1642e-06	108858.403449928	1.770602e-05	2.33819678264123e-05	2.3382e-05	NA	
ANKRD18A	9	0.0001014974	77637	7	ENST00000399703	1.7550e-06	77637.1352657005	0.0001014974	0.000166236323383288	5.35418e-05	NA	
ANKRD18B	9	0.000265605	89914	23	ENST00000290943	1.9191e-06	89914.6516290727	0.000265605	0.000258371974779197	0.000234978	NA	
ANKRD2	10	4.071066e-05	101874	4	ENST00000307518	1.0070e-06	101874.278283485	4.071066e-05	0	8.31293e-05	NA	
ANKRD20A1	9	0.0034710369299999996	104626	363	ENST00000377477	3.4809e-07	104626.021978022	0.00347103693	0.00331188049044017	0.0029888137	NA	
ANKRD20A2	9	0.0	91158	0	ENST00000377601	7.8430e-08	91158.0888888889	0	0	0	NA	
ANKRD20A3	9	0.0	93737	0	ENST00000254835	1.0169e-07	93737	0	0	0	NA	
ANKRD20A4	9	0.00023165352999999998	80130	18	ENST00000357336	4.2079e-07	80130.0619469027	0.00023165353	0.000345213351791228	0.0002974443	NA	
ANKRD22	10	9.71752e-05	102316	9	ENST00000371930	6.7514e-07	102316.444444444	9.71752e-05	0.000163697837468499	9.43145e-05	NA	
ANKRD23	2	0.0002985914	105675	31	ENST00000318357	8.8112e-07	105675.641904762	0.0002985914	0.000257399826987079	0.0003072941	NA	
ANKRD24	19	0.00018306116000000003	98046	17	ENST00000600132	2.4550e-06	98046.2168674699	0.00018306116	0.000319156016483551	0.0001351713	NA	
ANKRD26	10	0.0004889001599999999	110575	54	ENST00000376087	4.2834e-06	110575.433520122	0.00048890016	0.000469757153448195	0.0006812678	NA	
ANKRD27	19	0.00030186236	109655	33	ENST00000306065	2.8849e-06	109655.009224091	0.00030186236	0.000330187528941507	0.0002816622	NA	
ANKRD28	3	2.663878e-05	105054	2	ENST00000399451	2.8033e-06	105054.975970425	2.663878e-05	2.37067943672657e-05	2.35272e-05	NA	
ANKRD29	18	9.728711e-05	109748	10	ENST00000592179	8.6987e-07	109748.748166259	9.728711e-05	0.000116938281073304	9.42921e-05	NA	
ANKRD30A	10	0.02077214342	108913	2262	ENST00000361713	2.8288e-06	108913.228865979	0.02077214342	0.0209437823853624	0.0201726799	NA	
ANKRD30B	18	0.00042288448	97792	41	ENST00000358984	2.7122e-06	97792.3067567568	0.00042288448	0.000653665227207084	0.0002884124	NA	
ANKRD31	5	3.3475e-05	59870	2	ENST00000506364	2.7161e-06	59870.6052631579	3.3475e-05	0	0	NA	
ANKRD32	5	0.00018945671999999998	97277	18	ENST00000265140	2.1695e-06	97277.0838323353	0.00018945672	7.35575268191622e-05	0.0002670983	NA	
ANKRD33	12	0.00017845866	109817	19	ENST00000301190	8.5518e-07	109817.993589744	0.00017845866	0.000118049952745235	0.000187746	NA	
ANKRD33B	5	0.0	60015	0	ENST00000296657	7.9049e-07	60015.3488372093	0	0	0	NA	
ANKRD34A	1	0.0	106660	0	ENST00000323397	5.3970e-07	106660.809815951	0	0	0	NA	
ANKRD34B	5	7.084670999999999e-05	112086	7	ENST00000338682	6.2647e-07	112086.176623377	7.084671e-05	7.09780252943584e-05	9.4359e-05	NA	
ANKRD34C	15	0.0	59653	0	ENST00000421388	6.6965e-07	59653.3653846154	0	0	0	NA	
ANKRD35	1	0.00166709724	109825	183	ENST00000355594	2.8365e-06	109825.181276596	0.00166709724	0.00184721940758005	0.0014922978	NA	
ANKRD36	2	0.00137027946	91423	125	ENST00000420699	4.3325e-06	91423.6131178707	0.00137027946	0.00124866310388639	0.0012318754	NA	
ANKRD37	4	8.79229e-06	112392	0	ENST00000335174	3.6984e-07	112392.328282828	8.79229e-06	0	2.3382e-05	NA	
ANKRD39	2	1.776477e-05	107208	1	ENST00000393537	6.7641e-07	107208.710982659	1.776477e-05	0	2.34225e-05	NA	
ANKRD40	17	6.42336e-05	109786	7	ENST00000285243	1.0058e-06	109786.172106825	6.42336e-05	4.77714480343e-05	2.43807e-05	NA	
ANKRD42	11	0.00019556284	106567	20	ENST00000393392	1.0585e-06	106567.9847793	0.00019556284	0.000166291112141356	0.0001659948	NA	
ANKRD44	2	1.758581e-05	112894	1	ENST00000409919	9.2066e-07	112894.688888889	1.758581e-05	4.67639356528245e-05	2.3382e-05	NA	
ANKRD45	1	1.760781e-05	110946	1	ENST00000333279	6.0472e-07	110946.694656489	1.760781e-05	0	4.67771e-05	NA	
ANKRD46	8	8.79941e-06	109322	0	ENST00000520552	6.8428e-07	109322.651685393	8.79941e-06	0	2.3382e-05	NA	
ANKRD49	11	5.451788000000001e-05	108124	5	ENST00000544612	5.0401e-07	108124.958730159	5.451788e-05	7.01480904471858e-05	2.45459e-05	NA	
ANKRD50	4	3.532251e-05	112364	3	ENST00000504087	3.0929e-06	112364.632958801	3.532251e-05	0	4.67781e-05	NA	
ANKRD52	12	8.9025e-06	106883	0	ENST00000267116	2.8230e-06	106883.051296194	8.9025e-06	2.35971494643447e-05	0	NA	
ANKRD53	2	0.00012028693999999999	103327	12	ENST00000360589	7.0984e-07	103327.775248933	0.00012028694	9.77293271870766e-05	9.77293e-05	NA	
ANKRD54	22	6.159258e-05	105038	6	ENST00000215941	1.0304e-06	105038.306483301	6.159258e-05	4.6765029136799e-05	7.01481e-05	NA	
ANKRD55	5	0.00013573505	110303	14	ENST00000341048	1.5013e-06	110303.932075472	0.00013573505	0.000220329885347022	0.0001407078	NA	
ANKRD6	6	0.00011620201000000001	102280	11	ENST00000522441	1.9536e-06	102280.444929117	0.00011620201	4.91642084562439e-05	7.38612e-05	NA	
ANKRD60	20	0.0	59915	0	ENST00000457363	3.1622e-07	59915.7777777778	0	0	0	NA	
ANKRD61	7	0.0	111422	0	ENST00000409061	4.5554e-07	111422.914841849	0	0	0	NA	
ANKRD62	18	0.0	66910	0	ENST00000587848	1.7829e-06	66910.6097560976	0	0	0	NA	
ANKRD63	15	NA	NA	NA	ENST00000434396	2.5003e-07	NA	0	0	0	NA	AN_too_low
ANKRD65	1	0.0	59628	0	ENST00000537107	3.1538e-07	59628.8	0	0	0	NA	
ANKRD66	6	0.0	59633	0	ENST00000565422	2.7778e-07	59633	0	0	0	NA	
ANKRD7	7	8.033866e-05	104825	8	ENST00000265224	7.4310e-07	104825.320512821	8.033866e-05	2.34730763813905e-05	4.69417e-05	NA	
ANKRD9	14	0.0	81682	0	ENST00000286918	1.7046e-07	81682.7924528302	0	0	0	NA	
ANKS1A	6	6.19495e-05	110626	6	ENST00000360359	2.7192e-06	110626.66519174	6.19495e-05	0.000140315869642101	4.67662e-05	NA	
ANKS1B	12	1.88296e-05	107906	2	ENST00000547776	3.1663e-06	107906.862937923	1.88296e-05	0	2.37665e-05	NA	
ANKS3	16	8.277627e-05	104757	8	ENST00000304283	1.8359e-06	104757.884271436	8.277627e-05	7.49578681556882e-05	9.87924e-05	NA	
ANKS4B	16	8.841131e-05	111494	9	ENST00000311620	6.1790e-07	111494.717647059	8.841131e-05	7.0409312805107e-05	0.0001642885	NA	
ANKS6	9	0.00011502280000000001	107112	12	ENST00000353234	1.6829e-06	107112.927875244	0.0001150228	4.69991668156822e-05	0.0001643943	NA	
ANKUB1	3	8.23286e-05	60446	4	ENST00000446160	1.0410e-06	60446.7113402062	8.23286e-05	0	5.08337e-05	NA	
ANKZF1	2	0.00041866852999999997	111724	46	ENST00000323348	2.8201e-06	111724.174400816	0.00041866853	0.000306566296356167	0.0004019672	NA	
ANLN	7	0.00024109704	108824	26	ENST00000265748	3.1989e-06	108824.875489428	0.00024109704	0.00018826187226432	0.0002363408	NA	
ANO1	11	7.151196999999999e-05	104725	7	ENST00000355303	2.9374e-06	104725.716003005	7.151197e-05	2.38061229348188e-05	7.07153e-05	NA	
ANO10	3	0.00019728887999999998	109736	21	ENST00000292246	1.3747e-06	109736.431372549	0.00019728888	0.000233832801913043	0.0001637054	NA	
ANO2	12	0.0007700694500000001	106628	82	ENST00000327087	3.0365e-06	106628.097928437	0.00077006945	0.000730248823891496	0.0006832998	NA	
ANO3	11	0.0002129416	109800	23	ENST00000256737	3.5411e-06	109800.696296296	0.0002129416	0.000282072467175246	0.0002346014	NA	
ANO4	12	0.00011621819999999999	110910	12	ENST00000392979	3.6923e-06	110910.244107744	0.0001162182	7.01743448057893e-05	0.0001185307	NA	
ANO5	11	0.00045101985	111675	50	ENST00000324559	3.2803e-06	111675.009752438	0.00045101985	0.000281028434193411	0.0003978251	NA	
ANO6	12	0.00067035302	111972	75	ENST00000423947	3.2967e-06	111972.932642487	0.00067035302	0.000444501741037781	0.0006082035	NA	
ANO7	2	0.006456685720000001	106485	687	ENST00000274979	2.7974e-06	106485.26807564	0.00645668572	0.00604190669829542	0.0070024816	NA	
ANO8	19	3.649925e-05	104861	3	ENST00000159087	2.5163e-06	104861.444311377	3.649925e-05	2.33819678264123e-05	0	NA	
ANO9	11	0.00031048899	104491	32	ENST00000332826	2.3224e-06	104491.284390592	0.00031048899	0.000220385979014272	0.0003154556	NA	
ANP32A	15	0.0	111454	0	ENST00000465139	6.6657e-07	111454.210909091	0	0	0	NA	
ANP32B	9	0.0	95197	0	ENST00000339399	8.4217e-07	95197.6423357664	0	0	0	NA	
ANP32D	12	0.0	113506	0	ENST00000266594	NA	113506.523809524	0	0	0	NA	
ANP32E	1	1.787638e-05	107261	1	ENST00000314136	7.5214e-07	107261.504424779	1.787638e-05	4.7239172093442e-05	0	NA	
ANPEP	15	0.00015847883	112340	17	ENST00000300060	2.5969e-06	112340.870445344	0.00015847883	0.000140301648723367	0.0001169296	NA	
ANTXR1	2	2.641692e-05	109865	2	ENST00000303714	1.8613e-06	109865.456953642	2.641692e-05	2.33852485851925e-05	4.67672e-05	NA	
ANTXR2	4	6.953136e-05	98604	6	ENST00000307333	1.2365e-06	98604.6274509804	6.953136e-05	2.37101669195751e-05	4.80874e-05	NA	
ANTXRL	10	NA	NA	NA	ENST00000447511	1.2012e-06	NA	0	0	0	NA	AN_too_low
ANXA1	9	0.00029194297000000003	109812	32	ENST00000376911	1.0679e-06	109812.966183575	0.00029194297	0.000281930428932777	0.0002575126	NA	
ANXA10	4	0.00026635951	108862	28	ENST00000359299	1.5858e-06	108862.428857715	0.00026635951	0.000188471472375432	0.0002351914	NA	
ANXA11	10	0.00012336014	104777	12	ENST00000438331	1.5310e-06	104777.048723898	0.00012336014	7.01546521693365e-05	0.0001408056	NA	
ANXA13	8	0.00033583426	112680	37	ENST00000262219	1.3117e-06	112680.868778281	0.00033583426	0.000446349757477182	0.000305809	NA	
ANXA2	15	4.404229e-05	111459	4	ENST00000332680	9.6729e-07	111459.656387665	4.404229e-05	2.33896243626327e-05	4.67727e-05	NA	
ANXA2R	5	0.0	109657	0	ENST00000314890	NA	109657.028571429	0	0	0	NA	
ANXA3	4	0.00020310387999999998	112091	22	ENST00000264908	1.2341e-06	112091.016286645	0.00020310388	0.000187146658341776	0.0002808636	NA	
ANXA4	2	0.00010589517	108085	11	ENST00000394295	1.5195e-06	108085.414634146	0.00010589517	0.000164341993435726	0.0001638095	NA	
ANXA5	4	0.00056489245	109789	62	ENST00000296511	1.1693e-06	109789.942857143	0.00056489245	0.000585331712676508	0.0004916025	NA	
ANXA6	5	6.245537e-05	106593	6	ENST00000354546	1.8616e-06	106593.341991342	6.245537e-05	4.73252951694819e-05	4.81114e-05	NA	
ANXA7	10	0.00022502414	108623	24	ENST00000372919	1.6615e-06	108623.448795181	0.00022502414	0.000119154071237003	9.41121e-05	NA	
ANXA8L1	10	0.0	84318	0	ENST00000359178	2.0555e-08	84318.64	0	0	0	NA	
ANXA8L2	10	2.646122e-05	101759	2	ENST00000374277	2.6908e-07	101759.333333333	2.646122e-05	2.33819678264123e-05	4.6764e-05	NA	
ANXA9	1	0.00036167663	109390	39	ENST00000368947	1.4345e-06	109390.895679663	0.00036167663	0.000421687425157141	0.000445384	NA	
AOAH	7	0.00311638988	109973	342	ENST00000258749	1.7474e-06	109973.54048583	0.00311638988	0.00283040751825421	0.0029949777	NA	
AOC1	7	0.0001596612	110380	17	ENST00000493429	1.1957e-06	110380.350967742	0.0001596612	0.000258241330178595	0.0001643215	NA	
AOC2	17	0.00053663656	110624	59	ENST00000253799	1.7927e-06	110624.555626192	0.00053663656	0.000561321730192014	0.000327405	NA	
AOC3	17	0.00040437534	109882	44	ENST00000308423	1.8206e-06	109882.975653742	0.00040437534	0.000272621928998866	0.0004686065	NA	
AOX1	2	0.0019299671399999998	111069	214	ENST00000374700	4.4183e-06	111069.382215289	0.00192996714	0.00210589265842457	0.0023857822	NA	
AP000275.65	21	0.00025622483	110401	28	ENST00000553001	1.0388e-06	110401.42461964	0.00025622483	0.000187478119185072	0.0002106394	NA	
AP000295.9	21	5.3810769999999994e-05	110702	5	ENST00000433395	6.8270e-07	110702.857142857	5.381077e-05	4.73765930303666e-05	7.19043e-05	NA	
AP000304.12	21	1.758675e-05	109611	1	ENST00000429238	5.7079e-07	109611.305730573	1.758675e-05	2.33863423760524e-05	2.33863e-05	NA	
AP000322.53	21	NA	NA	NA	ENST00000450895	1.0782e-07	NA	0	0	0	NA	AN_too_low
AP000349.1	22	3.539127e-05	108445	3	ENST00000598975	2.4701e-07	108445.893129771	3.539127e-05	2.33885302647582e-05	7.01656e-05	NA	
AP000350.10	22	0.00017783081	103367	18	ENST00000433835	5.3220e-07	103367.179899497	0.00017783081	0.000248331004329558	0.0001678067	NA	
AP000350.4	22	0.0	88852	0	ENST00000406213	4.7138e-08	88852.101910828	0	0	0	NA	
AP000679.2	11	NA	NA	NA	ENST00000319763	NA	NA	0	0	0	NA	AN_too_low
AP000688.1	21	0.0	109839	0	ENST00000600312	6.5876e-09	109839.375	0	0	0	NA	
AP000695.1	21	0.0	107474	0	ENST00000595927	NA	107474.934065934	0	0	0	NA	
AP000708.1	11	NA	NA	NA	ENST00000527818	6.6354e-08	NA	0	0	0	NA	AN_too_low
AP000721.4	11	0.0	93100	0	ENST00000535431	1.9773e-07	93100.4587155963	0	0	0	NA	
AP000758.1	11	0.0	110112	0	ENST00000595283	4.3518e-08	110112.524590164	0	0	0	NA	
AP000769.1	11	NA	NA	NA	ENST00000309775	1.4800e-07	NA	0	0	0	NA	AN_too_low
AP000783.1	11	NA	NA	NA	ENST00000533341	1.7422e-07	NA	0	0	0	NA	AN_too_low
AP000867.1	11	0.0	106209	0	ENST00000343767	NA	106209.143859649	0	0	0	NA	
AP000889.3	11	6.196582e-05	102637	6	ENST00000600612	2.4619e-07	102637.62295082	6.196582e-05	4.70588236336251e-05	7.05916e-05	NA	
AP000974.1	11	NA	NA	NA	ENST00000544076	NA	NA	0	0	0	NA	AN_too_low
AP001024.2	11	NA	NA	NA	ENST00000447610	8.8497e-08	NA	0	0	0	NA	AN_too_low
AP001350.1	11	0.0	107214	0	ENST00000601906	NA	107214.927536232	0	0	0	NA	
AP001362.1	11	8.96845e-06	103716	0	ENST00000597463	2.2056e-07	103716.503164557	8.96845e-06	0	0	NA	
AP001468.1	21	0.0	111711	0	ENST00000594486	2.1623e-07	111711.457413249	0	0	0	NA	
AP001631.10	21	NA	NA	NA	ENST00000433840	2.8667e-08	NA	0	0	0	NA	AN_too_low
AP001652.1	11	NA	NA	NA	ENST00000454512	1.2407e-07	NA	0	0	0	NA	AN_too_low
AP001816.1	4	0.0	100665	0	ENST00000527564	NA	100665.894736842	0	0	0	NA	
AP001885.1	11	NA	NA	NA	ENST00000444002	NA	NA	0	0	0	NA	AN_too_low
AP002348.1	11	NA	NA	NA	ENST00000375081	2.4152e-08	NA	0	0	0	NA	AN_too_low
AP002884.3	11	0.00019343699	110979	21	ENST00000532612	6.4152e-07	110979.878518519	0.00019343699	0.000163715338430479	0.0001636901	NA	
AP002956.1	11	0.0	112528	0	ENST00000599663	2.9352e-08	112528.215633423	0	0	0	NA	
AP003062.1	11	NA	NA	NA	ENST00000597621	NA	NA	0	0	0	NA	AN_too_low
AP003068.23	11	0.0	105667	0	ENST00000526623	5.6169e-08	105667.743243243	0	0	0	NA	
AP003733.1	11	0.0	108459	0	ENST00000601917	NA	108459.003367003	0	0	0	NA	
AP003774.4	11	NA	NA	NA	ENST00000316124	4.2039e-08	NA	0	0	0	NA	AN_too_low
AP005482.1	18	NA	NA	NA	ENST00000400514	3.1680e-08	NA	0	0	0	NA	AN_too_low
AP006621.5	11	0.0	102621	0	ENST00000530083	NA	102621.85625	0	0	0	NA	
AP1AR	4	4.4585209999999995e-05	104193	4	ENST00000274000	9.4177e-07	104193.50931677	4.458521e-05	7.07382430653942e-05	7.07383e-05	NA	
AP1B1	22	5.3423380000000006e-05	109333	5	ENST00000357586	2.0810e-06	109333.562174237	5.342338e-05	2.34973448000376e-05	2.3382e-05	NA	
AP1G1	16	1.763901e-05	108934	1	ENST00000393512	3.3267e-06	108934.978165939	1.763901e-05	0	2.34225e-05	NA	
AP1G2	14	0.0019053974600000002	109983	209	ENST00000308724	2.6327e-06	109983.218009479	0.00190539746	0.00194423078257787	0.0019091345	NA	
AP1M1	19	8.80421e-06	108659	0	ENST00000444449	1.3920e-06	108659.087837838	8.80421e-06	0	0	NA	
AP1M2	19	0.00074213332	100142	74	ENST00000250244	9.8108e-07	100142.770416025	0.00074213332	0.000619550651663657	0.000688417	NA	
AP1S1	7	3.93298e-05	92772	3	ENST00000337619	4.4200e-07	92772.5899705015	3.93298e-05	0	3.79104e-05	NA	
AP1S2	X	0.0	78539	0	ENST00000329235	5.3726e-07	78539.7379679144	0	0	0	NA	
AP1S3	2	2.6693699999999998e-05	105860	2	ENST00000396654	4.1998e-07	105860.296296296	2.66937e-05	4.72143531633617e-05	2.36072e-05	NA	
AP2A1	19	8.86997e-06	100333	0	ENST00000359032	2.3435e-06	100333.548463357	8.86997e-06	0	2.35228e-05	NA	
AP2A2	11	0.0	102199	0	ENST00000448903	2.3190e-06	102199.963003264	0	0	0	NA	
AP2B1	17	7.375976e-05	111627	8	ENST00000312678	2.1726e-06	111627.915789474	7.375976e-05	0.000147906442164263	2.33995e-05	NA	
AP2M1	3	8.99281e-06	109895	0	ENST00000292807	1.5146e-06	109895.542900532	8.99281e-06	0.000117348854675178	0	NA	
AP2S1	19	8.78966e-06	107812	0	ENST00000263270	5.7218e-07	107812.890566038	8.78966e-06	0	0	NA	
AP3B1	5	7.997833000000001e-05	110965	8	ENST00000255194	3.1184e-06	110965.367952522	7.997833e-05	7.06325613521842e-05	4.76804e-05	NA	
AP3B2	15	3.568232e-05	106953	3	ENST00000261722	2.6158e-06	106953.12605042	3.568232e-05	2.35993769764478e-05	4.71521e-05	NA	
AP3D1	19	4.554197e-05	106808	4	ENST00000355272	2.7949e-06	106808.052413793	4.554197e-05	4.7689317723797e-05	4.76926e-05	NA	
AP3M1	10	6.207974e-05	108323	6	ENST00000355264	9.2701e-07	108323.859315589	6.207974e-05	2.33852485851925e-05	0	NA	
AP3M2	8	8.859133e-05	112057	9	ENST00000518421	1.0226e-06	112057.145695364	8.859133e-05	4.67661226207735e-05	9.35322e-05	NA	
AP3S1	5	4.20421e-05	107133	4	ENST00000316788	3.7002e-07	107133.813592233	4.20421e-05	2.41231244270758e-05	0	NA	
AP3S2	15	8.808710000000002e-06	103724	0	ENST00000336418	4.9074e-07	103724.862170088	8.80871e-06	2.3384154896642e-05	0	NA	
AP4B1	1	0.00026378527	112752	29	ENST00000369569	2.0588e-06	112752.239130435	0.00026378527	0.000233826239372531	0.0003273561	NA	
AP4E1	15	0.00011465749	110781	12	ENST00000261842	2.7681e-06	110781.936483346	0.00011465749	0.000117183147500025	0.0001403707	NA	
AP4M1	7	0.00040527589999999995	111993	45	ENST00000359593	1.6178e-06	111993.847933884	0.0004052759	0.000397741580346403	0.000421182	NA	
AP4S1	14	0.00019354694	110338	21	ENST00000216366	6.1724e-07	110338.625454545	0.00019354694	0.000116926242925962	0.000140311	NA	
AP5B1	11	0.00012198126	102159	12	ENST00000532090	1.1490e-06	102159.77593361	0.00012198126	9.69903889685191e-05	7.28894e-05	NA	
AP5M1	14	7.371559e-05	109030	8	ENST00000261558	1.2484e-06	109030.897887324	7.371559e-05	0.000118167179569183	9.6039e-05	NA	
AP5S1	20	6.217741e-05	112760	7	ENST00000246041	3.3919e-07	112760.021428571	6.217741e-05	4.67639356528245e-05	7.03968e-05	NA	
AP5Z1	7	0.0006626628	99182	65	ENST00000348624	2.1609e-06	99182.1735677822	0.0006626628	0.00071080120288469	0.0007857148	NA	
APAF1	12	0.00016723396000000002	111756	18	ENST00000551964	3.2244e-06	111756.250990753	0.00016723396	0.000140316978690238	0.0001404475	NA	
APBA1	9	8.238193000000001e-05	107244	8	ENST00000265381	1.8215e-06	107244.853909465	8.238193e-05	0.000140336658218861	9.39148e-05	NA	
APBA2	15	2.644776e-05	110697	2	ENST00000558402	1.4488e-06	110697.526213592	2.644776e-05	4.67639356528245e-05	2.3382e-05	NA	
APBA3	19	0.00040518769	99155	40	ENST00000316757	1.4198e-06	99155.3684971098	0.00040518769	0.000336855768689336	0.0003428715	NA	
APBB1	11	8.78966e-06	108623	0	ENST00000299402	1.5891e-06	108623.645773433	8.78966e-06	0	0	NA	
APBB1IP	10	4.474689e-05	108578	4	ENST00000376236	1.3416e-06	108578.314735336	4.474689e-05	2.54065040650407e-05	4.67726e-05	NA	
APBB2	4	0.0005807643	111589	64	ENST00000508593	2.2884e-06	111589.110081112	0.0005807643	0.0005317520714167	0.0005066411	NA	
APBB3	5	0.00017759765	109971	19	ENST00000354402	1.4521e-06	109971.509077705	0.00017759765	0.000116982057693632	0.0002105832	NA	
APC	5	6.174383000000001e-05	112432	6	ENST00000457016	7.1189e-06	112432.027591973	6.174383e-05	7.02524497694215e-05	7.02547e-05	NA	
APC2	19	2.996071e-05	93591	2	ENST00000535453	2.9017e-06	93591.1646634615	2.996071e-05	2.73612783189231e-05	5.37423e-05	NA	
APCDD1	18	5.292335e-05	111685	5	ENST00000355285	1.0176e-06	111685.411131059	5.292335e-05	2.33819678264123e-05	4.6764e-05	NA	
APCDD1L	20	0.0	99693	0	ENST00000371149	5.6332e-07	99693.7750611247	0	0	0	NA	
APCS	1	0.0	113135	0	ENST00000255040	1.0227e-07	113135.208	0	0	0	NA	
APEH	3	0.00012337064	109358	13	ENST00000296456	1.9971e-06	109358.271887374	0.00012337064	4.6765029136799e-05	4.68639e-05	NA	
APEX1	14	8.812401e-05	111297	9	ENST00000216714	9.0791e-07	111297.811529933	8.812401e-05	0.000140348761582714	7.01535e-05	NA	
APEX2	X	0.0	74213	0	ENST00000374987	7.7367e-07	74213.117370892	0	0	0	NA	
APH1A	1	8.83798e-06	110812	0	ENST00000369109	7.6397e-07	110812.17037037	8.83798e-06	0	2.34709e-05	NA	
APH1B	15	0.00015950626	109012	17	ENST00000261879	7.9316e-07	109012.833333333	0.00015950626	9.64960435976833e-05	0.0001474249	NA	
API5	11	8.79446e-06	109991	0	ENST00000531273	1.8817e-06	109991.208754209	8.79446e-06	2.33830613103868e-05	2.33831e-05	NA	
APIP	11	0.00283369916	103895	294	ENST00000395787	5.4122e-07	103895.030042918	0.00283369916	0.00298515186823345	0.0029610456	NA	
APITD1	1	5.3964709999999996e-05	106772	5	ENST00000602787	4.2844e-07	106772.508641975	5.396471e-05	0.000140899879048269	4.70675e-05	NA	
APITD1-CORT	1	5.3964709999999996e-05	106772	5	ENST00000400900	4.2844e-07	106772.508641975	5.396471e-05	7.07528820850575e-05	4.70675e-05	NA	
APLF	2	0.00076914134	109516	84	ENST00000303795	1.0731e-06	109516.521613833	0.00076914134	0.000756071239720748	0.0008269919	NA	
APLN	X	0.0	57845	0	ENST00000307484	1.0002e-07	57845.9565217391	0	0	0	NA	
APLNR	11	0.0	111124	0	ENST00000606794	4.0413e-07	111124.5	0	0	0	NA	
APLP1	19	5.3463e-05	110079	5	ENST00000221891	1.8779e-06	110079.93220339	5.3463e-05	0.000141291683685441	4.74226e-05	NA	
APLP2	11	3.532215e-05	111907	3	ENST00000263574	1.9533e-06	111907.673655424	3.532215e-05	4.71574929394686e-05	0	NA	
APMAP	20	9.689221e-05	110901	10	ENST00000217456	1.2894e-06	110901.670588235	9.689221e-05	0.000117139478166219	4.67683e-05	NA	
APOA1	11	1.787358e-05	108452	1	ENST00000236850	3.8427e-07	108452.522522523	1.787358e-05	0	2.36686e-05	NA	
APOA1BP	1	0.00011680918	109304	12	ENST00000368235	5.9446e-07	109304.587053571	0.00011680918	0.000141581278276837	7.10344e-05	NA	
APOA2	1	8.81228e-06	108975	0	ENST00000367990	1.2906e-07	108975.081521739	8.81228e-06	0	0	NA	
APOA4	11	0.00013344613	112375	14	ENST00000357780	8.0098e-07	112375.796992481	0.00013344613	0.000187600654241267	0.0001642187	NA	
APOA5	11	0.00024876391	110238	27	ENST00000542499	6.9018e-07	110238.219895288	0.00024876391	0.000327603708857873	0.0001170324	NA	
APOB	2	0.00046752399000000007	112878	52	ENST00000233242	7.8267e-06	112878.815073273	0.00046752399	0.000397623751982612	0.0004214175	NA	
APOBEC1	12	0.00953973819	111996	1068	ENST00000229304	5.9990e-07	111996.247349823	0.00953973819	0.00986438379677833	0.0091963825	NA	
APOBEC2	6	1.759681e-05	110223	1	ENST00000244669	4.3306e-07	110223.762611276	1.759681e-05	2.33819678264123e-05	0	NA	
APOBEC3A	22	5.4590859999999997e-05	106106	5	ENST00000402255	4.3297e-07	106106.794444444	5.459086e-05	2.93203541898786e-05	0	NA	
APOBEC3B	22	0.00025837531000000004	108022	27	ENST00000333467	1.3496e-06	108022.880645161	0.00025837531	0.000236285653260212	0.0001890343	NA	
APOBEC3C	22	2.64198e-05	111469	2	ENST00000361441	5.0371e-07	111469.517361111	2.64198e-05	2.34104316883603e-05	0	NA	
APOBEC3D	22	0.00016268536	112127	18	ENST00000216099	1.1381e-06	112127.949425287	0.00016268536	0.000273484880309511	0.0002413507	NA	
APOBEC3F	22	0.00015513624	109968	17	ENST00000308521	1.2260e-06	109968.948106592	0.00015513624	0.000234151684627563	0.000211289	NA	
APOBEC3G	22	0.00059035168	109983	64	ENST00000407997	1.1854e-06	109983.415584416	0.00059035168	0.000586553517462363	0.0005145351	NA	
APOBEC3H	22	5.7468780000000006e-05	112023	6	ENST00000401756	6.4379e-07	112023.686666667	5.746878e-05	6.02119965454251e-05	8.36071e-05	NA	
APOBEC4	1	5.279434e-05	112656	5	ENST00000308641	4.4191e-07	112656.029739777	5.279434e-05	9.35420896663154e-05	9.35313e-05	NA	
APOBR	16	0.00010051290000000001	99845	10	ENST00000564831	1.5027e-06	99845.4891216761	0.0001005129	0.000134211202590973	7.92279e-05	NA	
APOC1	19	9.02772e-06	104793	0	ENST00000588750	1.2622e-07	104793.878172589	9.02772e-06	0	0	NA	
APOC2	19	8.78982e-06	110547	0	ENST00000590360	3.1863e-07	110547.553672316	8.78982e-06	2.33819678264123e-05	2.3382e-05	NA	
